post_id,before,after,before_span,after_span
20726010,4,0,86680842,0
24662006,1,0,69430886,0
22992009,0,1,0,85274115
7125009,1,1,136272622,26198472
18821795,1,0,18779762,0
8122079,3,0,189473407,0
716477,0,0,0,0
46580499,2,0,3566794,0
613183,8,2,273779727,42365351
3820312,1,1,225004028,50119827
4534480,2,0,180981580,0
1217251,1,0,225210245,0
33195384,3,0,29211380,0
33001490,0,1,0,33335003
20983498,1,0,127129478,0
6602881,0,1,0,21176876
25748683,3,2,95661419,83451691
