path,line_number,pid,indents
/Users/jacob.caulfield/Documents/GitHub4/Goulib/tests/test_Goulib_itertools2.py,161,12007820,"0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,0,0,4,8,8,0,0,4,8,0,0,4,8,8,0,0,4,8,0,0,4,8,8,8,8,0,0,4,8,8,8,0,0,4,8,8,8,8,8,8,8,0,0,4,8,8,8,8,0,0,4,8,8,8,8,0,0,4,8,8,8,0,0,4,8,0,0,4,8,8,8,8,8,8,8,8,0,0,0,4,8,0,0,4,8,8,8,9,0,4,8,8,8,8,8,9,0,4,8,8,8,8,0,0,4,8,8,8,8,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,12,8,0,0,4,8,12,8,0,0,4,8,8,0,0,4,8,8,8,8,8,8,8,0,0,4,8,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,0,0,4,8,0,0,4,8,0,0,4,8,0,0,4,8,8,8,0,0,4,8,8,8,8,0,0,4,8,8,8,0,4,8,8,0,4,8,8,8,0,4,8,8,8,0,4,8,8,8,0,4,8,8,8,0,4,8,8,8,0,0,4,8,8,8,8,8,8,0,8,0,8,0,8,0,0,4,8,12,8,12,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,8,0,0,4,8,8,8,8,0,0,4,8,0,0,4,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,8,12,16,16,8,8,8,0,0,0,4,8,8,8,8,0,0,4,8,8,0,0,4,8,8,8,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,12,12,0,8,0,0,4,4,8,8,8,8,8,0,4,8,0,4,8,0,4,8,0,4,8,8,8,0,0,4,8,0,0,4,0,8,0,8,8,0,8,8,0,8,8,0,8,0,8,12,12,12,12,8,8,8,8,0,0,4,8,8,0,0,4"
/Users/jacob.caulfield/Documents/GitHub4/Goulib/tests/test_Goulib_itertools2.py,279,12093364,"0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,0,0,4,8,8,0,0,4,8,0,0,4,8,8,0,0,4,8,0,0,4,8,8,8,8,0,0,4,8,8,8,0,0,4,8,8,8,8,8,8,8,0,0,4,8,8,8,8,0,0,4,8,8,8,8,0,0,4,8,8,8,0,0,4,8,0,0,4,8,8,8,8,8,8,8,8,0,0,0,4,8,0,0,4,8,8,8,9,0,4,8,8,8,8,8,9,0,4,8,8,8,8,0,0,4,8,8,8,8,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,12,8,0,0,4,8,12,8,0,0,4,8,8,0,0,4,8,8,8,8,8,8,8,0,0,4,8,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,0,0,4,8,0,0,4,8,0,0,4,8,0,0,4,8,8,8,0,0,4,8,8,8,8,0,0,4,8,8,8,0,4,8,8,0,4,8,8,8,0,4,8,8,8,0,4,8,8,8,0,4,8,8,8,0,4,8,8,8,0,0,4,8,8,8,8,8,8,0,8,0,8,0,8,0,0,4,8,12,8,12,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,8,0,0,4,8,8,8,8,0,0,4,8,0,0,4,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,8,12,16,16,8,8,8,0,0,0,4,8,8,8,8,0,0,4,8,8,0,0,4,8,8,8,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,12,12,0,8,0,0,4,4,8,8,8,8,8,0,4,8,0,4,8,0,4,8,0,4,8,8,8,0,0,4,8,0,0,4,0,8,0,8,8,0,8,8,0,8,8,0,8,0,8,12,12,12,12,8,8,8,8,0,0,4,8,8,0,0,4"
/Users/jacob.caulfield/Documents/GitHub4/Goulib/tests/test_Goulib_itertools2.py,421,969709,"0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,0,0,4,8,8,0,0,4,8,0,0,4,8,8,0,0,4,8,0,0,4,8,8,8,8,0,0,4,8,8,8,0,0,4,8,8,8,8,8,8,8,0,0,4,8,8,8,8,0,0,4,8,8,8,8,0,0,4,8,8,8,0,0,4,8,0,0,4,8,8,8,8,8,8,8,8,0,0,0,4,8,0,0,4,8,8,8,9,0,4,8,8,8,8,8,9,0,4,8,8,8,8,0,0,4,8,8,8,8,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,12,8,0,0,4,8,12,8,0,0,4,8,8,0,0,4,8,8,8,8,8,8,8,0,0,4,8,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,0,0,4,8,0,0,4,8,0,0,4,8,0,0,4,8,8,8,0,0,4,8,8,8,8,0,0,4,8,8,8,0,4,8,8,0,4,8,8,8,0,4,8,8,8,0,4,8,8,8,0,4,8,8,8,0,4,8,8,8,0,0,4,8,8,8,8,8,8,0,8,0,8,0,8,0,0,4,8,12,8,12,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,8,0,0,4,8,8,8,8,0,0,4,8,0,0,4,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,8,12,16,16,8,8,8,0,0,0,4,8,8,8,8,0,0,4,8,8,0,0,4,8,8,8,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,8,0,0,4,8,8,0,0,4,8,8,0,0,4,8,8,12,12,0,8,0,0,4,4,8,8,8,8,8,0,4,8,0,4,8,0,4,8,0,4,8,8,8,0,0,4,8,0,0,4,0,8,0,8,8,0,8,8,0,8,8,0,8,0,8,12,12,12,12,8,8,8,8,0,0,4,8,8,0,0,4"
/Users/jacob.caulfield/Documents/GitHub4/Goulib/examples/oeis/test_oeis.py,51,807863,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,4,4,4,4,4,8,12,12,16,4,8,12,12,8,12,4,8,0,0,0,4,0,4,4,8,4,8,0,4,4,8,8,4,4,8,8,4,4,8,8,12,8,8,12,12,16,16,0,4,0,4,0,0,0,4,8,4,8,4,4,0,0,0,0,4,4,8,0,4,4,8,8,8,8,12,0,4,4,4,4,8,12,12,12,12,16,12,12,0,0,0,0,4,8,4,8"
/Users/jacob.caulfield/Documents/GitHub4/Goulib/examples/oeis/test_oeis.py,105,32899,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,4,4,4,4,4,8,12,12,16,4,8,12,12,8,12,4,8,0,0,0,4,0,4,4,8,4,8,0,4,4,8,8,4,4,8,8,4,4,8,8,12,8,8,12,12,16,16,0,4,0,4,0,0,0,4,8,4,8,4,4,0,0,0,0,4,4,8,0,4,4,8,8,8,8,12,0,4,4,4,4,8,12,12,12,12,16,12,12,0,0,0,0,4,8,4,8"
/Users/jacob.caulfield/Documents/GitHub4/Goulib/examples/friedman.py,303,41115661,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,4,4,8,8,8,4,8,8,8,4,0,0,0,4,0,0,0,4,4,4,8,4,4,4,0,0,0,4,4,8,4,4,4,0,0,0,0,0,0,0,0,0,0,10,10,10,10,4,0,0,0,4,0,0,0,4,0,4,8,8,8,8,0,4,8,8,8,0,8,12,8,12,8,12,0,8,12,0,8,12,0,8,12,12,12,16,0,8,12,0,8,12,0,8,12,16,0,8,8,0,4,8,8,8,8,8,8,0,0,0,4,8,8,8,8,12,12,16,20,16,20,16,20,16,0,4,8,8,8,8,8,12,16,8,0,4,8,8,12,8,12,8,12,8,12,0,4,8,8,12,8,12,0,4,8,8,0,8,8,8,8,12,12,0,4,8,0,0,0,0,0,0,0,4,8,4,8,0,0,0,4,8,4,8,4,8,4,8,4,8,4,8,4,8,0,0,0,4,8,4,8,4,8,0,0,0,4,4,4,4,8,4,8,4,8,12,16,8,5,4,4,8,4,8,4,8,8,12,0,4,8,16,16,16,8,12,0,0,0,4,4,4,4,0,4,4,4,8,8,8,12,12,4,4,8,0,0,0,4,4,4,4,4,0,0,0,4,8,12,12,12,16,8,12,8,12,0,0,0,4,4,8,9,4,0,4,0,4,4,0,4,8,8,8,12,12,12,16,16,16,20,0,4,4,4,4,4,0,4"
/Users/jacob.caulfield/Documents/GitHub4/Goulib/Goulib/datetime2.py,58,40309602,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,8,8,0,0,0,4,8,0,0,0,4,8,0,0,0,4,8,8,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,4,4,4,6,4,0,4,4,4,4,4,8,4,8,4,8,4,8,4,8,4,0,0,0,4,4,8,4,8,4,8,4,0,0,0,4,4,8,4,8,4,8,12,12,12,12,8,12,4,0,0,0,0,4,0,4,4,4,0,4,4,4,4,4,0,0,0,4,0,4,0,4,4,4,4,4,8,4,8,4,8,0,4,4,8,4,4,8,4,4,4,4,0,0,0,4,4,4,4,8,4,4,4,4,4,4,4,4,0,0,0,4,4,0,0,0,4,4,4,4,4,0,0,0,4,4,4,4,4,0,0,0,4,4,8,8,12,8,12,0,0,0,4,0,0,0,4,0,0,0,4,4,4,8,4,8,0,0,0,4,4,8,4,8,0,0,0,4,4,0,0,0,4,4,0,0,0,4,4,4,4,4,8,12,8,12,4,8,4,0,0,0,4,0,0,0,4,4,4,4,8,4,8,4,0,0,0,4,4,4,8,4,0,0,0,4,4,4,8,4"
/Users/jacob.caulfield/Documents/GitHub4/Goulib/Goulib/datetime2.py,154,21074460,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,8,8,0,0,0,4,8,0,0,0,4,8,0,0,0,4,8,8,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,4,4,4,6,4,0,4,4,4,4,4,8,4,8,4,8,4,8,4,8,4,0,0,0,4,4,8,4,8,4,8,4,0,0,0,4,4,8,4,8,4,8,12,12,12,12,8,12,4,0,0,0,0,4,0,4,4,4,0,4,4,4,4,4,0,0,0,4,0,4,0,4,4,4,4,4,8,4,8,4,8,0,4,4,8,4,4,8,4,4,4,4,0,0,0,4,4,4,4,8,4,4,4,4,4,4,4,4,0,0,0,4,4,0,0,0,4,4,4,4,4,0,0,0,4,4,4,4,4,0,0,0,4,4,8,8,12,8,12,0,0,0,4,0,0,0,4,0,0,0,4,4,4,8,4,8,0,0,0,4,4,8,4,8,0,0,0,4,4,0,0,0,4,4,0,0,0,4,4,4,4,4,8,12,8,12,4,8,4,0,0,0,4,0,0,0,4,4,4,4,8,4,8,4,0,0,0,4,4,4,8,4,0,0,0,4,4,4,8,4"
/Users/jacob.caulfield/Documents/GitHub4/Goulib/Goulib/plot.py,21,333995,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,0,0,0,0,0,4,4,4,0,4,8,0,8,8,8,8,12,8,0,4,8,0,4,8,0,4,0,4,8,8,12,8,12,8,8,8,8,0,4,8,8,0,4,8,8,0,4,8,0,4,8,8,0,4,8,0,4,8,8,8,8,0,0,0,4,4,0,4,4,8,8,4,0,4,4,4,0,4,0,4,4,4,0,4,8,12,8,12,16,16,16,16,12,16,8,0,4,8,4,8,0,4,0,4,8,0,4,4,4,4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0,4,4,4"
/Users/jacob.caulfield/Documents/GitHub4/Goulib/Goulib/interval.py,30,3721249,"0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,8,4,8,0,0,0,4,4,4,0,0,0,4,4,4,4,4,0,0,0,4,4,4,4,4,4,4,8,4,0,0,0,4,4,4,4,4,4,4,4,4,8,4,0,0,0,4,4,4,4,4,4,0,4,4,5,5,4,0,4,8,8,0,4,4,0,4,8,0,4,8,0,4,8,0,4,8,0,4,8,0,4,4,8,0,4,4,8,0,4,8,8,8,8,0,4,8,8,8,0,4,8,8,8,8,12,8,12,0,4,8,8,8,12,8,0,4,8,8,12,8,12,8,8,8,0,4,8,8,8,8,0,4,8,12,8,12,0,4,8,8,12,8,12,0,4,8,8,0,4,8,8,0,4,8,8,0,4,8,0,4,8,8,0,0,0,4,0,4,8,8,8,12,0,4,0,4,8,8,8,8,12,12,0,8,8,0,4,8,0,4,8,0,4,8,0,4,8,8,12,16,8,0,4,8,8,0,0,0,4,0,4,8,12,16,12,8,12,8,12,12,16,0,4,8,8,8,8,8,0,4,4,8,0,4,4,8,0,4,0,4,4,8,0,4,4,8,0,4,8,8,0,4,8,8,8,8,8,12,8,0,4,8,8,8,8,8,8,8,8,0,4,8,8,0,4,8,0,4,8,8"
