path,line_number,pid,indents
/Users/jacob.caulfield/Documents/GitHub4/pythonlib/cardinal_pythonlib/tee.py,51,616645,"0,0,0,0,0,0,4,0,4,0,4,4,4,0,8,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4,5,4,5,4,0,4,4,0,4,0,4,5,4,4,4,6,0,4,5,4,4,4,4,6,0,4,2,8,9,4,2,8,8,9,8,8,9,8,8,9,8,8,8,8,9,8,8,0,4,0,4,8,12,16,8,0,4,4,4,4,0,0,0,14,14,14,14,4,4,4,4,4,0,4,0,4,4,0,4,8,8,8,8,8,9,4,4,4,4,4,4,4,8,12,8,12,8,8,8,8,8,8,8,12,8,0,0,0,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,17,17,17,8,8,12,16,16,12,12,0,8,8,8,8,12,12,12,8,8,8,8,8,8,8,8,18,0,8,8,12,12,8,12,12,0,4,8,8,8,8,0,4,8,8,8,8,0,4,8,8,8,8,8,0,4,8,8,8,8,8,8,0,4,8,8,8,8,12,16,12,16,12,8,12,12,12,22,0,0,0,0,4,4,0,4,8,8,0,4,4,4,4,4,4,4,8,12,16,12,16,16,16,16,51,16,16"
/Users/jacob.caulfield/Documents/GitHub4/pythonlib/cardinal_pythonlib/tee.py,52,24931,"0,0,0,0,0,0,4,0,4,0,4,4,4,0,8,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4,5,4,5,4,0,4,4,0,4,0,4,5,4,4,4,6,0,4,5,4,4,4,4,6,0,4,2,8,9,4,2,8,8,9,8,8,9,8,8,9,8,8,8,8,9,8,8,0,4,0,4,8,12,16,8,0,4,4,4,4,0,0,0,14,14,14,14,4,4,4,4,4,0,4,0,4,4,0,4,8,8,8,8,8,9,4,4,4,4,4,4,4,8,12,8,12,8,8,8,8,8,8,8,12,8,0,0,0,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,17,17,17,8,8,12,16,16,12,12,0,8,8,8,8,12,12,12,8,8,8,8,8,8,8,8,18,0,8,8,12,12,8,12,12,0,4,8,8,8,8,0,4,8,8,8,8,0,4,8,8,8,8,8,0,4,8,8,8,8,8,8,0,4,8,8,8,8,12,16,12,16,12,8,12,12,12,22,0,0,0,0,4,4,0,4,8,8,0,4,4,4,4,4,4,4,8,12,16,12,16,16,16,16,51,16,16"
/Users/jacob.caulfield/Documents/GitHub4/pythonlib/cardinal_pythonlib/tee.py,55,4675728,"0,0,0,0,0,0,4,0,4,0,4,4,4,0,8,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4,5,4,5,4,0,4,4,0,4,0,4,5,4,4,4,6,0,4,5,4,4,4,4,6,0,4,2,8,9,4,2,8,8,9,8,8,9,8,8,9,8,8,8,8,9,8,8,0,4,0,4,8,12,16,8,0,4,4,4,4,0,0,0,14,14,14,14,4,4,4,4,4,0,4,0,4,4,0,4,8,8,8,8,8,9,4,4,4,4,4,4,4,8,12,8,12,8,8,8,8,8,8,8,12,8,0,0,0,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,17,17,17,8,8,12,16,16,12,12,0,8,8,8,8,12,12,12,8,8,8,8,8,8,8,8,18,0,8,8,12,12,8,12,12,0,4,8,8,8,8,0,4,8,8,8,8,0,4,8,8,8,8,8,0,4,8,8,8,8,8,8,0,4,8,8,8,8,12,16,12,16,12,8,12,12,12,22,0,0,0,0,4,4,0,4,8,8,0,4,4,4,4,4,4,4,8,12,16,12,16,16,16,16,51,16,16"
/Users/jacob.caulfield/Documents/GitHub4/pythonlib/cardinal_pythonlib/tee.py,58,2996887,"0,0,0,0,0,0,4,0,4,0,4,4,4,0,8,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4,5,4,5,4,0,4,4,0,4,0,4,5,4,4,4,6,0,4,5,4,4,4,4,6,0,4,2,8,9,4,2,8,8,9,8,8,9,8,8,9,8,8,8,8,9,8,8,0,4,0,4,8,12,16,8,0,4,4,4,4,0,0,0,14,14,14,14,4,4,4,4,4,0,4,0,4,4,0,4,8,8,8,8,8,9,4,4,4,4,4,4,4,8,12,8,12,8,8,8,8,8,8,8,12,8,0,0,0,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,17,17,17,8,8,12,16,16,12,12,0,8,8,8,8,12,12,12,8,8,8,8,8,8,8,8,18,0,8,8,12,12,8,12,12,0,4,8,8,8,8,0,4,8,8,8,8,0,4,8,8,8,8,8,0,4,8,8,8,8,8,8,0,4,8,8,8,8,12,16,12,16,12,8,12,12,12,22,0,0,0,0,4,4,0,4,8,8,0,4,4,4,4,4,4,4,8,12,16,12,16,16,16,16,51,16,16"
/Users/jacob.caulfield/Documents/GitHub4/pythonlib/cardinal_pythonlib/tee.py,60,4985080,"0,0,0,0,0,0,4,0,4,0,4,4,4,0,8,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4,5,4,5,4,0,4,4,0,4,0,4,5,4,4,4,6,0,4,5,4,4,4,4,6,0,4,2,8,9,4,2,8,8,9,8,8,9,8,8,9,8,8,8,8,9,8,8,0,4,0,4,8,12,16,8,0,4,4,4,4,0,0,0,14,14,14,14,4,4,4,4,4,0,4,0,4,4,0,4,8,8,8,8,8,9,4,4,4,4,4,4,4,8,12,8,12,8,8,8,8,8,8,8,12,8,0,0,0,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,17,17,17,8,8,12,16,16,12,12,0,8,8,8,8,12,12,12,8,8,8,8,8,8,8,8,18,0,8,8,12,12,8,12,12,0,4,8,8,8,8,0,4,8,8,8,8,0,4,8,8,8,8,8,0,4,8,8,8,8,8,8,0,4,8,8,8,8,12,16,12,16,12,8,12,12,12,22,0,0,0,0,4,4,0,4,8,8,0,4,4,4,4,4,4,4,8,12,16,12,16,16,16,16,51,16,16"
/Users/jacob.caulfield/Documents/GitHub4/pythonlib/cardinal_pythonlib/tee.py,92,4984428,"0,0,0,0,0,0,4,0,4,0,4,4,4,0,8,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4,5,4,5,4,0,4,4,0,4,0,4,5,4,4,4,6,0,4,5,4,4,4,4,6,0,4,2,8,9,4,2,8,8,9,8,8,9,8,8,9,8,8,8,8,9,8,8,0,4,0,4,8,12,16,8,0,4,4,4,4,0,0,0,14,14,14,14,4,4,4,4,4,0,4,0,4,4,0,4,8,8,8,8,8,9,4,4,4,4,4,4,4,8,12,8,12,8,8,8,8,8,8,8,12,8,0,0,0,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,17,17,17,8,8,12,16,16,12,12,0,8,8,8,8,12,12,12,8,8,8,8,8,8,8,8,18,0,8,8,12,12,8,12,12,0,4,8,8,8,8,0,4,8,8,8,8,0,4,8,8,8,8,8,0,4,8,8,8,8,8,8,0,4,8,8,8,8,12,16,12,16,12,8,12,12,12,22,0,0,0,0,4,4,0,4,8,8,0,4,4,4,4,4,4,4,8,12,16,12,16,16,16,16,51,16,16"
/Users/jacob.caulfield/Documents/GitHub4/pythonlib/cardinal_pythonlib/tools/convert_mdb_to_mysql.py,135,27921629,"0,0,0,0,0,0,4,0,4,0,4,4,4,0,8,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,4,4,0,0,0,8,8,8,4,4,8,4,4,8,8,12,46,46,8,12,46,46,4,4,4,0,0,0,4,4,4,4,4,18,18,18,0,0,0,4,4,4,5,4,5,4,5,8,12,12,6,4,4,4,4,4,17,17,17,17,17,17,17,17,8,12,12,12,12,12,12,12,12,0,4,17,17,17,17,8,12,8,12,8,12,8,0,0,0,4,8,4,8,8,4,8,8,13,4,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,0,4,8,0,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,8,8,8,8,8,8,8,8,4,4,0,4,4,4,4,4,0,4,4,26,0,4,4,0,4,4,4,4,8,0,4,4,4,4,8,8,8,8,8,8,4,4,4,4,4,4,0,4,4,4,4,8,8,8,8,8,8,4,4,4,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,0,4,8,8,12,12,0,12,12,12,12,0,12,12,8,8,16,16,12,12,12,12,12,12,0,4,0,0,0,4"
/Users/jacob.caulfield/Documents/GitHub4/pythonlib/cardinal_pythonlib/datetimefunc.py,253,538666,"0,0,0,0,0,0,4,0,4,0,4,4,4,0,8,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,23,4,4,0,4,8,8,12,0,4,8,0,4,8,8,4,4,8,4,8,4,4,8,8,4,8,8,8,8,8,8,8,8,8,8,4,8,8,4,8,4,4,0,0,0,28,4,4,0,4,8,8,12,0,4,8,0,4,8,8,4,4,4,0,0,0,4,4,0,4,4,4,8,8,8,4,0,0,0,4,4,4,4,4,8,8,8,4,0,0,0,4,4,4,4,0,4,0,4,0,8,8,8,8,8,8,0,4,4,4,0,0,0,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,8,8,8,4,0,0,0,0,0,0,0,20,20,4,4,4,4,4,4,8,4,0,0,0,14,14,4,4,4,4,0,4,4,4,0,4,0,4,0,8,8,8,8,0,4,4,4,0,4,0,8,8,8,8,8,8,0,4,4,4,0,4,4,8,4,8,4,8,4,8,4,8,4,8,4,8,0,4,4,4,4,4,4,8,12,4,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,4,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,4,4,4,4,4,0,0,0,4,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,21,21,4,4,0,4,8,8,8,12,0,4,8,0,8,0,12,12,12,0,4,4,4,4,8,4,4,4,4,8,8,8,8,8,8,4,8,0,0,0,12,12,4,4,0,4,8,8,8,0,4,8,0,4,4,4,4,8,4,0,0,0,4,4,0,4,0,8,8,8,0,8,8,0,8,8,0,8,8,4,4,0,0,0,4,4,4,0,4,4,4,4,0,4,4,4,0,4,4,4,0,4,0,8,0,4,0,8,8,8,0,8,8,0,8,8,0,8,8,0,8,8,8,0,8,8,4,4,4,8,4,4,8,4,20,20,0,0,0,4,4,0,4,0,8,8,0,4,6,0,4,6,6,0,4,6,0,4,6,6,6,0,4,0,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,4,4,4,8,4,8,4,8,12,12,4,4,4,0,0,0,20,4,4,0,4,8,12,0,8,12,14,14,12,14,0,8,12,12,0,12,14,14,12,14,14,14,0,4,0,8,0,4,0,4,4,6,6,0,4,0,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,8,0,8,8,8,8,8,8,8,0,8,8,8,0,8,8,8,8,0,8,8,8,8,8,8,8,8,8,0,4,4,4,4,8,8,4,8,12,12,12,8,4,8,12,16,8,12,16,8,0,0,0,0,0,0,0,8,4,4,4,4,8,4,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,8,4,8,4,8,4,8,4,8,0,0,0,0,0,0,0,4,8,0,4,8,8,0,8,0,4,8,8,0,8,8,0,4,8,8,0,8,8,0,4,8,8,12,12,8,8,0,8,8,0,4,8,8,0,8,8,0,4,8,8,0,8,8,0,4,8,8,0,8,8,12,12,8,0,4,8,8,0,8,8,0,4,8,8,0,8,8,0,4,8,12,12,0,8,12,8,0,0,0,0,0,0,0,4,4,4,4"
/Users/jacob.caulfield/Documents/GitHub4/pythonlib/cardinal_pythonlib/plot.py,48,787287,"0,0,0,0,0,0,4,0,4,0,4,4,4,0,8,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,36,36,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,8,4,4,4,4,4,0,0,0,0,0,0,0,28,4,4,0,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,4,4,4,4,8,8,4,4,4"
/Users/jacob.caulfield/Documents/GitHub4/pythonlib/cardinal_pythonlib/plot.py,101,3899980,"0,0,0,0,0,0,4,0,4,0,4,4,4,0,8,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,36,36,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,8,4,4,4,4,4,0,0,0,0,0,0,0,28,4,4,0,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,4,4,4,4,8,8,4,4,4"
