post_id, add_timestamp
38987,1506425801.0
842059,1506425801.0
7380629,1506425801.0
3785294,1506425801.0
13934994,1506425801.0
10299807,1506425801.0
444591,1506425801.0
3465704,1506425801.0
5253854,1506425801.0
10334358,1506425801.0
13128995,1506425801.0
11939290,1506425801.0
2802168,1506425801.0
23889620,1506425801.0
6187699,1506425801.0
17418108,1506425801.0
15306866,1506425801.0
1823762,1506425801.0
2086017,1506425801.0
7259847,1506425801.0
2775864,1506425801.0
11875770,1506425801.0
354038,1506425801.0
16694907,1506425801.0
480214,1506425801.0
122327,1506425801.0
20352794,1506425801.0
1131220,1506425801.0
7169845,1506425801.0
1551605,1506425801.0
7921307,1506425801.0
1872480,1506425801.0
9920452,1506425801.0
1100605,1506425801.0
6381198,1506425801.0
10085381,1506425801.0
19508268,1506425801.0
397125,1506425801.0
196345,1506425801.0
2556108,1506425801.0
6609895,1506425801.0
1695183,1506425801.0
6701853,1506425801.0
919056,1506425801.0
5863512,1506425801.0
3425512,1506425801.0
9937279,1506425801.0
4272196,1506425801.0
13592219,1506425801.0
13971787,1506425801.0
1969232,1506425801.0
7287996,1506425801.0
973473,1506425801.0
740820,1506425801.0
9431918,1506425801.0
10701528,1506425801.0
17217073,1506425801.0
1405913,1506425801.0
196930,1506425801.0
3826918,1506425801.0
10981258,1506425801.0
10115126,1506425801.0
7387276,1506425801.0
8894244,1506425801.0
1006289,1506425801.0
2068344,1506425801.0
12468613,1506425801.0
19195935,1506425801.0
12015170,1506425801.0
5548121,1506425801.0
3282328,1506425801.0
380870,1506425801.0
8362506,1506425801.0
