post_id, add_timestamp
17485382,1490754974.0
6336424,1490754974.0
35526466,1504085561.0
5811960,1486288550.0
9226516,1486288550.0
3224268,1486288550.0
8928240,1497172439.0
13180941,1493118478.0
3429250,1486288550.0
2422798,1486288550.0
14973963,1499432029.0
1319615,1499432029.0
699866,1495201938.0
16396141,1521721648.0
9252373,1521367541.0
5218895,1521721648.0
3400495,1486288550.0
7015487,1486288550.0
579687,1486288550.0
22075754,1486288550.0
20598791,1516964427.0
6018340,1522059337.0
8899905,1522059337.0
3013449,1522059337.0
5212870,1522059337.0
26660654,1522059337.0
415511,1493118478.0
8259001,1500541369.0
4480075,1493174766.0
26744366,1521367541.0
16522380,1523869149.0
10856106,1523869149.0
4896288,1518188024.0
4084322,1518188024.0
24180527,1519300173.0
1641280,1516964427.0
1396668,1516964427.0
6190776,1515163618.0
10220599,1515763594.0
2844516,1516964427.0
19143091,1486288550.0
25447803,1486288550.0
39359245,1486288550.0
6591931,1486288550.0
455612,1486288550.0
311627,1486288550.0
8036499,1486288550.0
10695139,1486288550.0
4072150,1486288550.0
8830507,1486288550.0
3794268,1486288550.0
31584415,1486288550.0
12014210,1486288550.0
281888,1486288550.0
13588908,1486897216.0
25734244,1486288550.0
26348989,1486288550.0
32038701,1499432029.0
715417,1486288550.0
3962247,1486288550.0
17657212,1486288550.0
3085696,1486288550.0
6920302,1486288550.0
13954841,1486288550.0
11047803,1486288550.0
459083,1486288550.0
3789372,1489118023.0
1444159,1486288550.0
390250,1486288550.0
16704408,1486288550.0
18536182,1487338686.0
231767,1487592359.0
10576548,1488101699.0
295135,1487592359.0
42950,1488101699.0
15114023,1488284851.0
7816363,1488284851.0
15004772,1491218141.0
4741243,1488284851.0
7588511,1505299989.0
12400256,1505299989.0
5214578,1486288550.0
12550929,1486288550.0
3977570,1529490678.0
39087139,1523877467.0
44887576,1524136897.0
15466469,1524136897.0
33121545,1524229609.0
35111894,1524655025.0
6789351,1524229609.0
13114953,1524229609.0
10174211,1524830044.0
15159854,1486288550.0
510972,1486288550.0
8009882,1486288550.0
3277503,1486288550.0
4647050,1486288550.0
5676646,1486288550.0
19775685,1502788808.0
2405590,1515062865.0
5624912,1502011506.0
5384914,1508322652.0
969285,1502788808.0
8487673,1507198175.0
5191830,1513596567.0
5082753,1486288550.0
10007443,1486288550.0
31078728,1502011506.0
3249524,1502011506.0
21025959,1486288550.0
6526923,1502011506.0
